Name,ConflictStatus,Story Count,Description,Notes,Publishable,InternalNotes,Stories,Ethics Doc Lines,Eric,Melania,Junior
Visa,Active,0,,,Approved,,,Unnamed record,,,
Invesco,Active,0,,,Approved,,,"1465,1467,1469",,,
BlackRock Financial Management,Active,0,,"*In the Ethics Doc Lines tab, there are multiple entities for this when filtered for Jared. A couple Active status, and one Resolved. Marking it Active here until further instruction. - CS",Approved,,,"1061,1069,1071,Unnamed record",,,
Tihc Reservations,Active,0,,,Approved,,,274,,,
JP Morgan Chase Bank,Unclear,0,,,Approved,,,1126,,,
THC Development Brazil,Active,1,,,Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,"237,236",,,
Stone 16 Associates,Active,0,,,Approved,,,"1561,1175,1176,1177,1178,1179,1180,1181,1182,1183,1184,1185,1560,1562,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
Tngc Charlotte,Active,0,,,Approved,,,"283,284",,,
TransCanada,Unclear,1,"Trump also has a small investment in Canadian energy company TransCanada, the developer of Keystone XL pipeline, which was rejected by President Barack Obama last year but supported by Trump.",,Approved,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,
Poker Venture,Active,0,,,Approved,,,"202,201",,,
Dt Marks Lido,Active,3,,,Approved,,"https://mobile.reuters.com/article/amp/idUSKCN1J12RP,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365","103,102",,,
Trump Marks Beverages,Unclear,0,,to discuss,Approved,,,"400,399",,,
Trump Model Management,Unclear,0,,to discuss,Approved,,,471,,,
UBS,Active,0,,,Approved,,,"754,Unnamed record",,,
Trump Scotland,Active,5,,,Approved,,"https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,https://www.washingtonpost.com/politics/trumps-presidency-overseas-business-deals-and-relations-with-foreign-governments-could-all-become-intertwined/2016/11/25/d2bc83f8-b0e2-11e6-8616-52b15787add0_story.html?utm_term=.6474a90a3947,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1,https://www.washingtonpost.com/politics/the-three-biggest-surprises-in-the-trump-organizations-financial-filings/2018/05/21/db2f0420-5c94-11e8-9ee3-49d6d4814c4c_story.html?utm_term=.64de8850a39d,https://www.mcclatchydc.com/news/politics-government/white-house/article214265614.html",516,,,
New York St SER E,Unclear,0,,,Approved,,,1364,,,
Chevron,Unclear,1,"Despite campaigning on the pledge of “taking on big businesses,” Trump own shares in big pharma companies including Pfizer, Merck, Celgene and GlaxoSmithKline; retailer Walmart, and consumer goods firms Procter & Gamble and Johnson & Johnson. He also hold stakes in a variety of multinational oil companies like Shell, Chevron and Exxon Mobil.",,Approved,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,
Dj Aerospace (Bermuda),Active,1,,,Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,42,,,
Cisco Systems,Resolved,0,,,Approved,,,"830,831",,,
Trump Marks Puerto Rico Ii,Resolved,0,,,Approved,,,"446,445",,,
"Westchester County, NY",Resolved,0,,,Approved,,,"Unnamed record,Unnamed record",,,
Trump Marks Philippines,Active,3,,,Approved,,"http://www.npr.org/sections/parallels/2016/11/22/502895797/whos-the-new-philippine-envoy-the-man-building-trump-tower-manila,https://www.bloomberg.com/politics/articles/2016-11-22/trump-s-business-partner-will-be-manila-s-man-in-washington?cmpid=socialflow-twitter-business&amp;utm_content=business&amp;utm_campaign=socialflow-organic&amp;utm_source=twitter&amp;utm_medium=social,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1","439,440",,,
"White Plains, NY",Resolved,0,,,Approved,,,"Unnamed record,Unnamed record",,,
"Greenburgh, NY",Resolved,0,,,Approved,,,"1035,1036",,,
Kushner Village 2,Resolved,0,,,Approved,,,"1235,1236",,,
Mar-A-Lago Club,Active,13,"Mar-A-Lago is a resort and golf club located in Palm Beach, Florida. President Trump purchased Mar-a-Lago in 1985, turning it into a private club and golf course, managed by the Trump Organization, ten years later. The resort seems to be President Trump’s choice destination out of all of the properties he owns. In his first year in office, he spent more time there, a total of 52 days, than any other Trump-branded property. It is also a National Historic Landmark.",,Approved,,"http://www.politico.com/story/2016/12/mar-a-lago-donald-trump-new-years-eve-party-233070,https://www.washingtonpost.com/news/post-politics/wp/2018/02/26/israel-focused-charity-praises-trump-and-pays-him-at-mar-a-lago-gala/?utm_term=.59e4b7dbed4c,https://www.washingtonpost.com/politics/the-three-biggest-surprises-in-the-trump-organizations-financial-filings/2018/05/21/db2f0420-5c94-11e8-9ee3-49d6d4814c4c_story.html?utm_term=.64de8850a39d,https://www.palmbeachpost.com/news/national-govt--politics/mar-lago-events-raise-money-for-politicos-revenues-for-trump/F0EK7JzzOeDTT6nTSe8qyO/amp.html,https://www.cnn.com/2018/06/14/opinions/new-york-ag-lawsuit-trump-opinion-dantonio/index.html,https://www.washingtonpost.com/news/post-politics/wp/2018/02/26/israel-focused-charity-praises-trump-and-pays-him-at-mar-a-lago-gala/?noredirect=on&utm_term=.8e425bfe3d1e,https://sunlightfoundation.com/2018/02/02/this-week-in-conflicts-of-interest-a-resignation-disclosure-required-and-a-chance-to-meet-donald-trump-jr/,https://mobile.nytimes.com/2018/06/24/us/politics/trump-challenge-coins.html?hp&action=click&pgtype=Homepage&clickSource=story-heading&module=first-column-region&region=top-news&WT.nav=top-news,https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million,https://www.mcclatchydc.com/news/politics-government/white-house/article214265614.html,https://www.wnycstudios.org/story/trump-inc-podcast-government-employees-spend-your-money-trump-hotels,https://www.mcclatchydc.com/news/politics-government/white-house/article216249755.html,https://www.healthcareitnews.com/news/update-vets-group-sues-trump-administration-end-mar-lago-council-influence-va","175,174",,,
K2 26Js Member,Unclear,0,,,Approved,,,,,,
JCK Cadre,Active,0,,,Approved,,,"1115,1486",,,
26 Journal Square,Unclear,1,,,Approved,,https://www.nj.com/news/index.ssf/2018/08/a_failed_new_york_investment_by_jared_kushner_gets.html,,,,
Holds United Technologies,Unclear,2,,missing status,Approved,,"http://www.indystar.com/story/news/politics/2016/05/19/donald-trump-profited-investment-carriers-parent-company/84593308/,https://www.wsj.com/articles/donald-trump-had-investments-in-carrier-corp-s-parent-1480723443?mod=e2tw&amp;mg=id-wsj",151,,,
Country Investors,Active,0,,,Approved,,,35,,,
Tiht Chicago Member Acquisition,Active,0,,,Approved,,,276,,,
Donald J. Trump Grantor Trust,Active,0,,,Approved,,,55,,,
New York State Urban DEV Corp REV Rfdg Svc Contract Ser B,Unclear,0,,,Approved,,,1376,,,
Tngc Pine Hill / Trump National Golf Club - Philadelphia (Formerly Crest Court),Active,0,,,Approved,,,"289,290",,,
Caribusiness Re,Active,0,,,Approved,,,28,,,
Puck Building,Active,0,,,Approved,,,,,,
White Course,Active,0,,,Approved,,,"557,556",,,
Ivanka Trump brand,Unclear,11,,,Approved,,"https://www.nytimes.com/2018/05/28/business/ivanka-trump-china-trademarks.html,https://www.npr.org/2018/06/12/619101573/ivanka-trump-and-jared-kushner-earned-more-than-80-million-last-year-filings-sho,http://money.cnn.com/2018/06/11/news/ivanka-trump-jared-kushner-finances/index.html,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2018/07/16/canadas-biggest-clothing-store-just-pulled-ivanka-trumps-brand-from-its-shelves/,https://www.washingtonpost.com/amphtml/politics/as-tariffs-near-trumps-business-empire-includes-china-ties/2018/07/05/9bfd1056-7956-11e8-aeee-4d04c8ac6158_story.html,https://www.cnn.com/2018/07/24/politics/ivanka-trump-brand-company/index.html,https://www.theatlantic.com/amp/article/566051/,https://www.businessinsider.com/ivanka-trump-closing-fashion-business-ethics-experts-respond-2018-7,https://www.businessinsider.com/ivanka-trump-store-permanently-shut-down-2018-8,https://www.politico.com/magazine/story/2018/08/17/ivanka-trump-business-partner-justice-department-lawsuit-moshe-lax-219369,https://www.businessinsider.com/ivanka-trump-brand-website-shuts-down-2018-8",,,,
Exxon Mobil,Resolved,1,"Despite campaigning on the pledge of “taking on big businesses,” Trump own shares in big pharma companies including Pfizer, Merck, Celgene and GlaxoSmithKline; retailer Walmart, and consumer goods firms Procter & Gamble and Johnson & Johnson. He also hold stakes in a variety of multinational oil companies like Shell, Chevron and Exxon Mobil.",,Approved,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,"982,983",,,
Lawrence Towers Apartments,Active,0,,,Approved,,,171,,,
Daewoo America,Active,0,,Partial parent of Trump Korea LLC,Approved,,,41,,,
Trump Phoenix Development,Active,0,,,Approved,,,501,,,
Trump Tower I,Unclear,3,,,Approved,,"http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,https://www.forbes.com/trump-tenants/#4fcc6c891d32,https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million",,,,
Westminister Management,Unclear,3,"Company Jared Kushner earned $1.5 million in income from during 2017. The company owns and manages over 20,000 apartments in New York, New Jersey, Maryland, Pennsylvania and Ohio.",,Approved,,"http://money.cnn.com/2018/06/11/news/ivanka-trump-jared-kushner-finances/index.html,https://mobile.nytimes.com/2018/06/21/business/trumps-kushners-end-hotel-deals.html,https://www.nj.com/news/index.ssf/2018/08/a_failed_new_york_investment_by_jared_kushner_gets.html",,,,
Lido City Development,Unclear,7,,,Approved,,"https://www.cnn.com/2018/06/07/politics/court-case-emoluments-foreign-payments-federal-judge-trump-businesses/index.html,https://mobile.reuters.com/article/amp/idUSKCN1J12RP,https://www.nytimes.com/2018/05/28/business/ivanka-trump-china-trademarks.html,http://thehill.com/homenews/house/389571-more-than-60-dem-lawmakers-demand-ethics-investigation-into-trumps,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365,https://www.washingtonpost.com/amphtml/politics/as-tariffs-near-trumps-business-empire-includes-china-ties/2018/07/05/9bfd1056-7956-11e8-aeee-4d04c8ac6158_story.html",,,,
"Wake County,NC",Resolved,0,,,Approved,,,,,,
Trump Towers Istanbul,Unclear,3,,,Approved,,"https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,http://www.huffingtonpost.com/entry/donald-trump-turkey-business_us_5836188ae4b01ba68ac41d9f?,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1",,,,
"Wake County, NC",Resolved,0,,,Approved,,,"Unnamed record,Unnamed record",,,
Landings at Caspian Pointe,Active,0,,,Approved,,,1249,,,
Trump Marks Hollywood,Active,0,,,Approved,,,"414,413",,,
Fontainbleu Apartments,Active,0,,,Approved,,,142,,,
Westmin Mad Associates,Active,0,,,Approved,,,Unnamed record,,,
Royal Bank America,Active,0,,,Approved,,,208,,,
Dt Bali Golf Manager,Active,1,,,Approved,,http://mobile.nytimes.com/2016/12/31/world/asia/indonesia-donald-trump-resort.html,"62,61,891",,,
Gellert 80 West End,Active,0,,,Approved,,,"1019,1021,1440,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
Trump Ac Casino Marks,Active,0,,,Approved,,,"301,302",,,
Skyline Kushner,Active,1,,,Approved,,https://www.nj.com/news/index.ssf/2018/08/a_failed_new_york_investment_by_jared_kushner_gets.html,"1545,1234,1546,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,1234 copy",,,
U.S. Department of Agriculture,Unclear,2,,,Approved,,"https://www.nbcnews.com/politics/donald-trump/trump-s-d-c-hotel-clubhouse-his-fans-may-also-n898041,https://www.today.com/video/is-dc-s-trump-international-hotel-a-conflict-of-interest-for-the-president-1294601283992",,,,
115 East 87,Active,0,,,Approved,,,"657,656",,,
U.S Department of Justice,Unclear,9,"As head of the executive branch, President Trump oversees the Justice Department and the United States' relations with the rest of the world. Through his businesses he still has a lengthy series of financial relationships with private institutions and countries with business before the United States.",,Approved,,"https://www.washingtonpost.com/news/wonk/wp/2016/09/30/trumps-unthinkable-conflict-millions-in-debts-to-german-bank-now-facing-federal-fines/?utm_term=.66663f022cff,https://www.washingtonpost.com/local/public-safety/obscure-no-more-the-emoluments-clause-is-back-again-in-a-federal-court/2018/06/09/cf052832-6a72-11e8-9e38-24e693b38637_story.html?utm_term=.4e5171f2a016,https://www.washingtonpost.com/politics/congressional-democrats-seek-ruling-against-trump-to-enforce-emoluments-clause/2018/06/07/2469538e-6a55-11e8-bea7-c8eb28bc52b1_story.html?utm_term=.d25a12693375,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,https://www.npr.org/2018/06/15/620230403/legal-defense-funds-for-trump-allies-multiply,https://www.cnn.com/2018/06/11/politics/trump-emoluments-hearing/index.html,https://www.bloomberg.com/news/articles/2018-02-15/kushner-investors-said-to-be-subpoenaed-by-u-s-tax-authorities?utm_content=politics&utm_campaign=socialflow-organic&utm_source=twitter&utm_medium=social&cmpid%3D=socialflow-twitter-politics,https://www.washingtonpost.com/politics/justice-department-seeks-to-halt-lawsuit-involving-president-trumps-business/2018/08/17/0633c454-a23f-11e8-8e87-c869fe70a721_story.html?utm_term=.0486d0daf301,https://www.politico.com/magazine/story/2018/08/17/ivanka-trump-business-partner-justice-department-lawsuit-moshe-lax-219369",,,,
2 Rector Kushner,Active,0,,,Approved,,,"676,678,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
81 Pine Note Holder,Active,0,,,Approved,,,14,,,
21st Century Fox,Active,0,,,Approved,,,"695,696",,,
20 de Bariloche,Active,0,,,Approved,,,"681,682",,,
80 ML,Active,0,,,Approved,,,"744,741,745,1387,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
184 Kent Associates,Active,0,,,Approved,,,"670,671,1187,1509,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
4T Holdings Two,Active,0,,,Approved,,,10,,,
30 Florham Associates,Active,0,,,Approved,,,"702,703",,,
42Floors,Active,0,,,Approved,,,717,,,
55 Challenger Road Associates,Active,0,,,Approved,,,"728,730,731,Unnamed record",,,
4 Shadow Tree Lane,Active,0,,,Approved,,,"3,4",,,
4T Holdings One,Active,0,,,Approved,,,9,,,
411 West Putnam Avenue,Active,0,,,Approved,,,716,,,
40 Wall Street,Active,1,,,Approved,,https://www.bloomberg.com/graphics/2016-trump-40-wall-street/,"5,6,7,8",,,
65 Bay,Active,1,,,Approved,,https://www.nj.com/news/index.ssf/2018/08/a_failed_new_york_investment_by_jared_kushner_gets.html,"735,736,1321,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
Boeing,Resolved,0,,,Approved,,,"781,782,783,786",,,
A&Q Long/Short Strategies Fund,Resolved,0,,,Approved,,,"752,753",,,
44th Street Realty,Resolved,0,,,Approved,,,719,,,
"Boston, MA",Resolved,0,,,Approved,,,"787,788",,,
Blackstone Group,Resolved,0,,,Approved,,,"776,777",,,
767 Manager LLC,Unclear,0,,,Approved,,,11,,,
Ladder Capital,Unclear,2,"Ladder Capital, a real estate investment firm that specializes in risky lending, has loaned at least $260 million to Donald Trump's businesses — including $160 million for the ground lease at 40 Wall Street and $100 million for Trump Tower. In February 2017, the firm Related Companies purchased $80 million worth of stock in Ladder Capital. ",,Approved,"6/5/2018 HN: We should add Related Companies, and possibly the new CEO, to the conflicts list.","https://www.reuters.com/article/us-laddercapital-m-a-exclusive-idUSKBN13R276,https://therealdeal.com/2017/02/28/related-companies-makes-80m-stock-buy-in-trumps-second-largest-lender/",,,,
Trump Old Post Office,Active,34,"Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease. ",,Approved,,"https://www.gsa.gov/portal/content/172963,http://www.politico.com/story/2016/06/trump-dc-hotel-investigation-labor-department-224678,https://www.washingtonpost.com/business/capitalbusiness/2016/11/18/9da9c572-ad18-11e6-977a-1030f822fc35_story.html?tid=pm_business_pop&amp;utm_term=.e1df6827c09c,http://m.govexec.com/excellence/promising-practices/2016/11/gsas-trump-hotel-lease-debacle/133424/,http://www.huffingtonpost.com/entry/donald-trump-bahrain_us_583de2a5e4b0c33c8e1282d0?inyv55o07g8horms4i,https://www.nytimes.com/2016/12/21/business/economy/trump-organization-labor-unions-hotels.html,https://www.cnn.com/2018/06/07/politics/court-case-emoluments-foreign-payments-federal-judge-trump-businesses/index.html,https://www.washingtonpost.com/graphics/2018/politics/trump-hotel-events/?noredirect=on&utm_term=.e324edc7d621,https://www.washingtonpost.com/politics/the-three-biggest-surprises-in-the-trump-organizations-financial-filings/2018/05/21/db2f0420-5c94-11e8-9ee3-49d6d4814c4c_story.html?utm_term=.64de8850a39d,https://www.marketwatch.com/story/philippine-government-party-to-be-held-at-trumps-dc-hotel-2018-04-19,https://www.cnn.com/2018/03/28/politics/emoluments-lawsuit-trump-hotel/index.html,https://wamu.org/story/18/03/21/summons-issued-trump-emoluments-case/,https://www.washingtonpost.com/local/public-safety/obscure-no-more-the-emoluments-clause-is-back-again-in-a-federal-court/2018/06/09/cf052832-6a72-11e8-9e38-24e693b38637_story.html?utm_term=.4e5171f2a016,https://www.washingtonpost.com/politics/jared-kushner-and-ivanka-trump-made-at-least-82-million-in-outside-income-last-year-while-serving-in-the-white-house-filings-show/2018/06/11/a41d0720-6dab-11e8-bd50-b80389a4e569_story.html?utm_term=.9b5baa8980b3,https://www.washingtonpost.com/politics/congressional-democrats-seek-ruling-against-trump-to-enforce-emoluments-clause/2018/06/07/2469538e-6a55-11e8-bea7-c8eb28bc52b1_story.html?utm_term=.d25a12693375,https://www.cnn.com/2018/06/11/politics/trump-emoluments-hearing/index.html,https://www.cnn.com/2018/02/03/politics/trump-hotel-gsa/index.html,https://sunlightfoundation.com/2018/02/02/this-week-in-conflicts-of-interest-a-resignation-disclosure-required-and-a-chance-to-meet-donald-trump-jr/,http://www.newsweek.com/ocasio-cortez-impeach-trump-997615?amp=1,https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million,https://www.wnycstudios.org/story/trump-inc-podcast-government-employees-spend-your-money-trump-hotels,https://www.cnn.com/2018/07/25/politics/emoluments-case-donald-trump-washington-dc/index.html,https://www.washingtonpost.com/politics/federal-judge-allows-emoluments-case-against-trump-to-proceed/2018/07/25/c8070206-8fa4-11e8-8322-b5482bf5e0f5_story.html?utm_term=.0773c88e9386,https://www.npr.org/2018/07/25/632300960/federal-lawsuit-against-president-trumps-business-interests-allowed-to-proceed,https://www.washingtonpost.com/politics/trump-has-embraced-the-big-money-donor-world-he-once-shunned/2018/06/30/0ef53478-7630-11e8-9780-b1dd6a09b549_story.html?utm_term=.8ace1c62b560,https://www.washingtonpost.com/business/2018/07/30/trump-intervenes-fbi-headquarters-project/?utm_term=.75781ffbd5ab,https://amp.fastcompany.com/90178695/how-trumps-dc-hotel-works-to-help-swamp-the-drain,https://www.nbcnews.com/politics/donald-trump/trump-s-d-c-hotel-clubhouse-his-fans-may-also-n898041,https://www.today.com/video/is-dc-s-trump-international-hotel-a-conflict-of-interest-for-the-president-1294601283992,https://www.washingtonpost.com/local/inspector-general-report-trump-involved-in-fbi-hq-decision/2018/08/27/e89f0812-aa41-11e8-9a7d-cd30504ff902_story.html?utm_term=.a7b25b7e8c92,https://www.washingtonpost.com/business/2018/08/27/white-house-role-fbi-headquarters-plan-detailed-watchdog-report/?utm_term=.ef2c1f7ae015,https://www.washingtonpost.com/politics/justice-department-seeks-to-halt-lawsuit-involving-president-trumps-business/2018/08/17/0633c454-a23f-11e8-8e87-c869fe70a721_story.html?utm_term=.0486d0daf301,https://www.cbsnews.com/news/inspector-general-report-trump-involved-in-fbi-headquarters-decision/,https://www.npr.org/2018/08/28/642696449/government-watchdog-raises-questions-about-trumps-decision-not-to-move-fbi","486,485,1106",,,
IT Operations,Active,0,,,Approved,,,"1094,1095,1072,1073,1076,1077,1079,1080,1081,1082,1084,1083,1085,1086,1087,1088,1104,1108,1107,1110,1109",,,
IT Investors,Active,0,,,Approved,,,1091,,,
Ivanka Trump Marks,Active,0,,,Approved,,,1111,,,
TTT Consulting,Active,0,,,Approved,,,Unnamed record,,,
TTTT Venture (formerly THC Venture III),Active,0,,,Approved,,,"Unnamed record,Unnamed record,264",,,
Universal City Studios,Resolved,0,,,Approved,,,Unnamed record,,,
MGM/Mark Burnett Productions,Resolved,0,,,Approved,,,1300,,,
Bungalow Hotel,,1,,,,,https://www.nj.com/news/index.ssf/2018/08/a_failed_new_york_investment_by_jared_kushner_gets.html,,,,
Prospect Place,,1,,,,,https://www.nj.com/news/index.ssf/2018/08/a_failed_new_york_investment_by_jared_kushner_gets.html,,,,
Bungalow Hotel,,1,,,,,https://www.nj.com/news/index.ssf/2018/08/a_failed_new_york_investment_by_jared_kushner_gets.html,,,,
Madison Ave. Diamonds,,1,,,,,https://www.politico.com/magazine/story/2018/08/17/ivanka-trump-business-partner-justice-department-lawsuit-moshe-lax-219369,,,,
Ivanka Trump Fine Jewelry,,1,,,,,https://www.politico.com/magazine/story/2018/08/17/ivanka-trump-business-partner-justice-department-lawsuit-moshe-lax-219369,,,,
U.S. Department of Veterans Affairs,,1,,,,,https://www.healthcareitnews.com/news/update-vets-group-sues-trump-administration-end-mar-lago-council-influence-va,,,,
Cambridge Who's Who,,2,"Donald Trump, Jr. is former Executive Director of Global Branding and Networking at Cambridge Who's Who, a vanity branding and global networking service widely accused of deceptive marketing.",,,,"https://theestablishment.co/anatomy-of-a-scam-the-national-association-of-professional-women-94304c38fb35/,https://www.nytimes.com/2016/06/26/us/politics/cambridge-whos-who-trump-brand.html",,,,
Charleston Naval Hospital,Resolved,1,Donald Trump Jr. is a minority investor in the Charleston Naval Hospital.,,Approved,Scott checked Jr,https://www.postandcourier.com/business/titan-falls-a-second-time/article_0f46cf83-13f8-5f96-bc1e-8e97b8f43290.html,,,,checked
The Eric Trump Foundation,Resolved,1,,,Approved,Added by Scott and checked Eric,https://www.nytimes.com/2016/12/21/us/politics/eric-trump-charity.html,,checked,,
